Nome Completo do Arquivo, Nome do Jogo, Tamanho, CRC, MD5, SHA1
Street Racer ~ Speedway II (USA).zip, Street Racer ~ Speedway II, 1857, D9944D17, f0c1262084adac53eb7387c339216cd1, a9201cced19ace6660f0aae3d6be2a13eeacc39f
Stronghold (USA).zip, Stronghold, 3357, F7014E1A, 2a4f6d8f0424798eb65ab5346eaabd91, de631bd36f1250fe09abb6db6d3d6229b3faa146
Stunt Cycle (USA) (Proto).zip, Stunt Cycle, 1604, BEADF8E1, c3aec7b7b5768820c86b163f046dc737, 2e6dd6c748fb8d074e24beb51a71e6f75c33b205
Stunt Man (USA).zip, Stunt Man, 3303, 9578F021, 7c454048b40e421d3eccf5eee1322c31, 262bf6a8b18f091411a8f6a78db39b07382e3a0a
Sub-Scan (USA).zip, Sub-Scan, 2977, 2108873C, f794ba085cf9a72b6238e5f6d2174718, 4a98c3693df329c931d024111c86a8dd4b812ed4
Submarine Commander (USA).zip, Submarine Commander, 3307, BDE8A05B, 802f821b4d4539a1a67e466e99c1417c, 59ee75c1eb03ebbe576f013d379dd1c1327fd141
Subterranea (USA).zip, Subterranea, 6770, 07F94FE9, 013cc9717a1e53e3e3236a0eb89558e9, 3b6132d519a23631c2f873cef0ca4a4ee6070b5c
Suicide Mission (USA).zip, Suicide Mission, 3978, BA538CA4, f5e9a8fc34900b70bda4b14a3be416a2, 354e295f1482699f1598c758079a25456bd69ead
Summer Games (USA).zip, Summer Games, 10751, D1650865, 35f3507addc0b8e219b4ef244918c054, 703e8a24492a47546b021eb0402578e8d9414070
Super Baseball (USA).zip, Super Baseball, 7834, E5AB4C13, 2f7ec7ab67ea9218c4a9e554ff999bbc, 4178c2dab84316d1efa03b73b3be8c0f0ea30782
Super Breakout (USA).zip, Super Breakout, 2841, 078548DC, 12205a2a717307cd5be5dd62c63b5345, 2a811e563d5a9660e8479c1fdba812073d362266
Super Challenge Baseball (USA).zip, Super Challenge Baseball, 3489, 1995B9E1, f807972efd516d5afb916b9689431de4, 2bfc9c38723a013d72782d1e4dacd6b468903c7a
Super Challenge Football (USA).zip, Super Challenge Football, 3430, 1C7E946B, 33343f27415a70b99ccb79d1eaa48839, fab62def4845d454026c3d283d3434e63c4d8f7a
Super Cobra (USA).zip, Super Cobra, 4663, 861877DD, f2f1438b3c7f431b8bcc72c27e45ffd0, 1977d59d42bf5e07cf76556693df109dffeba069
Super Football (USA).zip, Super Football, 9679, 2CD552F2, bfaea8550dd8b78b32e2e2d560893e68, ad750b40f073a2ac0083524c8b6580371c5b8f64
Superman (USA).zip, Superman, 3386, 9D947115, 098e7d0d0eefb5c43dd97a88ee4e80bd, 937e957c97a56f26b17895bbce7c473ad4b9fd31
Surf's Up (USA) (Proto).zip, Surf's Up, 4741, 82F564D8, 9d865a5f88d3db27fbacdeff846421fa, f434c49b7375f655a8ca338d7627f4e6399fdbb5
Surfer's Paradise - But Danger Below! (Europe).zip, Surfer's Paradise - But Danger Below!, 3124, 1381099F, 8365ffd072384ff1c9955a8cc831ca7a, 79da0b0fd9e8db0b431157483f945fcf9b713ad3
Surround ~ Chase (USA).zip, Surround ~ Chase, 1598, 64367313, eda7e6c452c497d2bf7bae7b29a6ff13, 30d330a03c9d964c8b41f03d8d7039483b068303
Survival Island (USA).zip, Survival Island, 12081, 3FB85EDC, 2de5ab2237fdfc261819dcdc3a01732f, 5a3e6f85ab62973cf0c11e095e0c2d6355dfbed3
Survival Run (USA).zip, Survival Run, 3249, 3D121E29, d24c3f0faf211d858ffe340a822e02e9, 6f9031a30c4f1586c3ce08ed99a36b422d94af9a
Sweat! The Decathalon Game (USA).zip, Sweat! The Decathalon Game, 4879, C87119A7, a013350a8dcf4372f3e6a4330d43d6ce, 9c2ea7278c6cbc1245c8ecf3c55a41f9f35d1b90
Sword of Saros (USA).zip, Sword of Saros, 4884, 58FCB82B, 76949669f8456b2daa295bcfb3823ca1, 8e4b5b3f0a7de34421b2c05f3fe847df7fa01163
SwordQuest - EarthWorld (USA).zip, SwordQuest - EarthWorld, 5426, 3994445B, 9be648b6072dadf79b0525196ef96005, a4bdff461a23252eb7dec06163997e3503636370
SwordQuest - FireWorld (USA).zip, SwordQuest - FireWorld, 5638, 87715168, 2833e93f8221d5f96a7d15f575b1e5ec, f4a5a712b2ab28dc5fdca400c275e3072708c059
SwordQuest - WaterWorld (USA).zip, SwordQuest - WaterWorld, 5242, 83B02D92, 3d70dd21b22d1c71c8fd22fd6e3c4a19, b802995a1c7fe2888e7805d13eae53a6c8d21fd6
Swordfight (USA).zip, Swordfight, 2877, 082E376D, a4ca7f0ecd015f8e7fae98ef756fffe7, 1920cd6c33e4f596669b53474e159a3ff051f37c
TRON - Deadly Discs (USA).zip, TRON - Deadly Discs, 3189, 78F9A63B, 2602693eb58a74534e94d4dc6145d374, 5c88b112a143e24a1e1191e3234a88bf4f4c1efd
Tac-Scan (USA).zip, Tac-Scan, 3439, 2B18DBCD, 03dc0f58f6a5bd0278a1d199fef849a6, 41f38653c16d79fee80bb64faa789e11bc699c7f
Tanks But no Tanks (USA).zip, Tanks But no Tanks, 2925, D7B480B9, 4a4dd2bea9568f08a9bfe79ba2118467, ae66620ee845c13659732cf862e7547326533b2e
Tapeworm (USA).zip, Tapeworm, 2957, FA08E5AA, 08a645b98839b9ff5b77a8e232352b8f, da612dd9c482a8ec2c5859c5f399f430bbe2fc7f
Tapper (USA).zip, Tapper, 6326, EACC735E, 88442ce510682ea57842848c1ff73e25, 11d9a85346d9c9aab0dbe2d0a00b17b184d68bf8
Tax Avoiders (USA).zip, Tax Avoiders, 4410, D4588686, bd3fb320b080892c595030a8d8c74308, 2dee8cfc660d23c4109482ae085171cab2610835
Taz (USA).zip, Taz, 4240, 4FB7AF64, 14a8ffa3e418f106732acd0a82308769, fa987958316c2aee29dcd3be9e7b51ed5402ec50
Telepathy (USA) (Proto).zip, Telepathy, 5733, 6EA47628, 00a3832d59cc773ec618c8617236aa92, 259d281d8bfecd6023f7638c94b7b1e1a92f11c5
Tempest (USA) (Proto).zip, Tempest, 4518, F8D40316, b0a6067576b37965b33bcad15bd85409, 49f16a898c63550e8762cf7c622f9542bd080434
Tennis (USA).zip, Tennis, 1857, 6D21EBD2, 539b635ba29a173724e22d65fe6a0a6f, f48dc4043a7728320250c99ce56f4cddd8c03998
Texas Chainsaw Massacre, The (USA) (Proto).zip, Texas Chainsaw Massacre, The, 3052, FD8F5885, a72ef3ccf164da0b5e12282005ea8041, 9b059416eae2bf1d481d87cf67f12f0248447af2
Threshold (USA).zip, Threshold, 3236, 4A49FF1D, c06c20894022c56bf965b1badebd68c3, 34430075ca7db5830648a13d630c3bcc8b5c78c4
Thunderground (USA).zip, Thunderground, 3105, C8F62112, c8782d4c99747ebf97edfcf13d4d83f1, 6dc068fd79cbf71e57159073218f23d64f1f0e3b
Thwocker (USA) (Proto).zip, Thwocker, 6223, D6EDFF1B, a5bf14a0737888d7483d565357de4905, 2d3e8bfb82d53d00755957a2de4cc7b55dfb6c35
Time Pilot (USA).zip, Time Pilot, 4787, 1B0E9DCC, 82ce45717ffc106b0d0b7af50b723d46, 1ac17ffde0200807bd9221e7889ccea39fecd7d7
Time Warp (USA).zip, Time Warp, 3122, 804A8455, e38203fc9ccd43044dcbb749edbf58be, cf22fa7a0203635b50af94cc4a3d1e3cb45027ca
Title Match Pro Wrestling (USA).zip, Title Match Pro Wrestling, 5910, 75D9174A, b07c5fc3a9d54db0abea870fbd9fc6ab, 56b4a66fa8e8db2a997fa5516429404e4257732f
Tomarc the Barbarian (USA).zip, Tomarc the Barbarian, 5378, 636F9111, 9a56d3ac062b8d57d126256602f2657d, 203321ad086402b115a92879c6efafc9500d001a
Tomcat - The F-14 Fighter Simulator (USA).zip, Tomcat - The F-14 Fighter Simulator, 12047, 611D531A, aa1a1d6baf53abf27f06d2b890ca935a, 025ecd98eb59b771a4078b14fc4390bb40807a9a
Tooth Protectors (USA).zip, Tooth Protectors, 5252, 4F4EBCE8, dd1f6f4184743e4a3f16932e40ce5473, 4a8eb5a025386b6566ded2d3ab84971e8e7d796a
Towering Inferno (USA).zip, Towering Inferno, 3217, E1526E64, a85f9ec0530d5bb865b22dbf52d57cfb, 0d47a6de428b5345d9f595297b1de971eecd866b
Track and Field (USA).zip, Track and Field, 11331, E689F281, b2c96dd6916ee6826020f97423c3d8de, 0fd599742b20dec7562010cbf0319461a9aaa310
Treasure Below (Europe).zip, Treasure Below, 3083, BCC4F387, 433a2b23e719fc7718e9dac6f0827672, 0fdf5b510da2f26d377d696a554ae7a0b6960ce4
Treasure Island ~ Duck Shoot (Europe).zip, Treasure Island ~ Duck Shoot, 3172, A2E89A43, df697637445e536f47a88700e5b999e8, 2b63315d9169c2a9025897880d0f3d0e2c368dfb
Trick Shot (USA).zip, Trick Shot, 3135, 342AA89F, 6fd207f4f5ace344a9d4008ebf0eca41, f8043d4009e94b8d17d44f648603fb58df68143b
Tunnel Runner (USA).zip, Tunnel Runner, 7605, 5E984BC9, 31b1a40ac4b23a2cd1851da457470357, e77543e18c64b1098781a45f6dd930c56feec585
Tunnel de L'Espace, Le (Europe).zip, Tunnel de L'Espace, Le, 2596, 3E617B0B, b3ae4c7376f877e972e5b70481e97b58, 5c17b318f7be09783bcbeaade14d44544fdf5ead
Turbo (USA) (Proto).zip, Turbo, 4519, B4DF90DC, 86b9adc994b060a52d44055bd7ae133d, cc7b25b9c76688a3c280e71e5de3218ac14b4e48
Turmoil (USA).zip, Turmoil, 3135, 84C885C3, a81e635d16475191fc38cb1e2c786a66, 0bcad7d54bb0fe960601ae419d1d90b843a26a87
Tutankham (USA).zip, Tutankham, 5529, 0CE559AA, cf29fe0883cc5dd0f01abbebcc407f30, fab18172975800c3abb441aeb11fd5447cbaaf9b
Universal Chaos (USA).zip, Universal Chaos, 3125, 6C975982, a7f4a5d3f3fad23af37bdd4cdb1ce3d2, 175615cf9858fcb8a4364a65fffcc6e5adbc5907
Up 'n Down (USA).zip, Up 'n Down, 5051, D0E5086F, 6d2f3f37447d2c91c47ea65849799ff6, 2e7a2de410205ec124a62c4a55f099cd3ce8e9c8
Vanguard (USA).zip, Vanguard, 5901, D02B9039, fa8871d029c835b7255c5c1f9fec638f, 8ee67aab9507b75f40e3d26ab697d1355c86ff0c
Vault Assault (USA) (Unl).zip, Vault Assault, 2455, C4FD047B, 987e9fc6c099f6b78a7f262b092328fe, 1630fc052fc797cce132a10d265eb590dd6398e4
Venetian Blinds Demo (USA).zip, Venetian Blinds Demo, 823, F0DEBDFC, c500cc0c2c63af10e29e4a0bf6568347, 079e6b238f1509210231d833454c33a4d928c68e
Venture (USA).zip, Venture, 3492, A795CDDD, 4fb7f3c55be1467ec6fd98fdfb967557, 066432bdacf0b5e711f26cbe0a0d5981918da3e4
Video Checkers ~ Checkers (USA).zip, Video Checkers ~ Checkers, 3426, 9F758539, 09f3d4180ffe13714682049f0ac720c8, e0e1e834f2b8f67c6dca6f2436ccf3039c345121
Video Chess (USA).zip, Video Chess, 3599, C4634643, 62346b1af162aa9eaa7cb47c5c8cb7c7, 9e09227c90002658729a4987085468bf9edcda4f
Video Jogger (USA).zip, Video Jogger, 2800, 27FEF48D, b14536208e0eb18b3fd801dced0de1a5, 33bbac230eff740db96d3b2b61ebd98ae33392cc
Video Life (USA).zip, Video Life, 1692, B3B6BF00, 22c1abc373a13381022542550397618f, 1576f4eae3fbc92ef5fc4c2b4ae342e1f490e560
Video Olympics ~ Pong Sports (USA).zip, Video Olympics ~ Pong Sports, 1931, BD73FF80, 2aef042dde99e6290cd0e49e895850e3, 755f43d2136cb1dafd0f90089e0f795f9178a6e9
Video Pinball ~ Arcade Pinball (USA).zip, Video Pinball ~ Arcade Pinball, 3387, 43D63C93, 72b0f77c67bee2e2a48760875e5ba480, 40af73e756a8084dcbe44a2be993ee4d5b16abcb
Video Reflex (USA).zip, Video Reflex, 2639, 4365A51F, 2fb3c454658064dc11172e312f56dd9d, a4d13cfd42e2e9fe0a2eb26779444504b9b5010c
Vogel Flieh (Europe).zip, Vogel Flieh, 3303, 08180CC7, 380c011842bfddfde8b52cd478293c1b, 9ece5cd92a7a35e3bca17778ad5ca8b95352e75b
Wabbit (USA).zip, Wabbit, 2848, 331CC108, 4f6076253426a5dedd587a39afb2aec0, fe61d2f0b53c5d8ac970f58a98f9db89489103d9
Walker ~ Schussel Der Polizistenschreck (Europe).zip, Walker ~ Schussel Der Polizistenschreck, 3142, 518D06B7, 06c66419beb1569cafa8897f2d8e028b, bd577c1dcb94f7bb618d6ae90e61ab2071f765f1
Wall Ball (USA).zip, Wall Ball, 3071, D57BCE38, a2d2c7703a3a510d7dbc60007258d93a, daa73d1c7b5134178aafdb06c699731d5415ee9f
Wall-Defender (USA).zip, Wall-Defender, 3322, A8EC5ADE, 72dba304cf4c1804d6b9c23ca907e4fe, da507cff449622afcfba1276166f474610e0b453
Warlords (USA).zip, Warlords, 2979, 081A3566, dc677dd8dc180ca1c45bf8463a31e3ef, 8ba903fcedf6f2e82638926ab3a8df46919730d6
Warplock (USA).zip, Warplock, 2807, 74C3A06B, 7a99c957c8778bf6ff466e32bc7d4e08, 06ed20246643c66e326fdebb135e4d6e41bc662e
Wing War (Europe).zip, Wing War, 6302, 6C1B02AF, 403ac17ae4ce5716f03911ce0c360279, 603ab3c2c6cbda40e083e9aa5f5f5cf8bbb22760
Wings (USA) (Proto).zip, Wings, 6712, AD953809, 03bded3b19bc60d9c962701e54088b73, df850474b437aca0398f90c50ea69b0ef2f44bd6
Winter Games (USA).zip, Winter Games, 11689, C2FBBFC8, 15fe344d6ee1b9adee0e14092e1c758c, 06d859920ebc135ec120dec8088c0af6612f0c89
Wizard (USA) (Proto).zip, Wizard, 1909, 88D1626F, 2d9230cad5125f567f913430ae2d002a, e056609c105ae2a23bc6847d2ac25e3bebc7bdb4
Wizard of Wor (USA).zip, Wizard of Wor, 3495, 01CF79D5, f156d2336b5b1ceb74770b5839265c68, 8bd342e79c1281237402baf537fd993a640d3710
Word Zapper (USA).zip, Word Zapper, 3381, C66EBD4B, 536fd99d303ea290d2724b6c2f5ef92b, 56c23685b7412901ddd96a5a534b04aea03b47ee
Words-Attack (Europe) (Proto).zip, Words-Attack, 2628, 56BB41AE, 51befa8ed17581045318d1a9f070fdaf, d3e163d51993c13fac0c2fc109b1d53f14db9107
World End (USA).zip, World End, 3267, 361855A4, f117951f4bf29dcb39b34d52f0fc272e, 9a5d4f359db48e9707b17408f27b07b1d3255a84
Worm War I (USA).zip, Worm War I, 3106, 9A4C152A, e863024a76fab051466907599dec12e9, 9486bce4061edadaa76d1096e84f9dd3f0562cbc
X-Man (USA).zip, X-Man, 3288, EFDB17D1, 3b0bfec182bdefc84e2944d8e5ec4649, 1f9552d983e0e007c209d4894cc36aca3d524f4f
Xenophobe (USA).zip, Xenophobe, 10505, F594DBB0, 8c3b326f1c928566d5697eb19df7dd26, 58ef392aef74bacf096712a01d986ccf9351ddc6
Xevious (USA) (01-18-1984) (Proto).zip, Xevious, 5880, 410EF400, 3bf23ca79137e79f36f2c9d2186e62bc, 47b4808e39833bfdbcacea64c8cb0b847db86d63
Yars' Revenge (USA).zip, Yars' Revenge, 3379, 31E7173A, ddcf5a7b05b215a0bdce13d8b5616350, 71771a74f1adf63052197716f8163da9d812a44a
Z-Tack (USA).zip, Z-Tack, 3208, 1E277049, 89e8acee4128e0c5e782b5e43a830c10, 52765406e0ed4bc8f8e35678f3cdcd01dc426ea1
Zaxxon (USA).zip, Zaxxon, 4354, CBACB88B, 7cdcd07513532cac89dd0d4febc71c36, 59a33ef97654b08cbec38d785b8a6a0d670a5b86
Zoo Fun (USA).zip, Zoo Fun, 2980, C20C1255, fb8381abbae982b02be6d4f92c926b9c, 688652529b1be819fb113486a92ef6e7167942e4
Zoo Keeper Sounds (USA) (Proto).zip, Zoo Keeper Sounds, 1180, BD5467F0, bbf43ee880a033fbd5de242bc08a89b5, 7619992116f11a25cef35465feb46363917bdc4d
